Longitude,Latitude,NDVI,NDBI,LST
88.35617056837359,22.544944814261683,0.24319752697015565,-0.07485037738535937,32.62215906904948
88.3546978799072,22.61408571676919,0.3832593975799917,-0.02094083673474753,30.406297259477892
88.42062545805211,22.58783927301737,0.35609655787409544,-0.020172854077918217,32.2933056126862
88.35495461998495,22.571839018103645,-0.007660057183735802,0.30114600313944184,39.263281405580884
88.35719497261286,22.518722236853094,-0.01045031815511567,0.12822704353912445,38.189380373879864
88.4059398262418,22.518719342440345,0.06090462064694799,0.1607675751699511,37.033971078430675
88.37497398424506,22.506970033460185,0.11664483580462232,-0.018153564605899133,37.968444118860546
88.40767105569552,22.603941137492992,0.14507334884508954,0.1685981340009088,34.45869543485376
88.33653661575644,22.572133801409187,0.30781833010000714,0.036414286974007226,30.56297745275516
88.37875711936734,22.584968709335527,-0.06599174070049876,0.2957747205931062,38.83427777260563
88.33336136001833,22.502470139315495,-0.07919637746436017,0.25559936736074623,37.24136523346635
88.33626532034553,22.61638918225944,0.1351463377663454,0.14687485264243733,33.83572547025738
88.42064374533444,22.59989311689605,0.31829821528278823,0.13762516013290788,32.1486576926987
88.34392453711176,22.525480693281395,0.01606120577388953,0.16024773025407593,36.06274455135501
88.38324206822753,22.52181899606485,0.284902688753751,0.014432636243382757,31.558303420683668
88.37110956026007,22.522008541182412,0.05589688276417967,0.05225955214693326,36.395306340613274
88.36473433262589,22.536509069155144,0.43165166528810983,-0.18898226186151007,28.606403917417442
88.41998333456873,22.562970771795868,0.4374139665599699,-0.09640844728264814,29.716143109530876
88.33218233967754,22.551833402237055,0.0783723225687959,0.2555327288720336,38.30463965398786
88.39637896861757,22.534947496823765,0.037996252377944295,0.14777454091028178,35.88054153946435
88.42633944342136,22.573422347366687,0.14678238323973875,0.07366067880097049,34.54727209248572
88.38601681834619,22.516739263278247,0.04431895110808923,0.1282882097739001,36.997534353092576
88.42368224620331,22.535057357824225,0.3034303059750222,-0.0658768812669478,29.469001476786406
88.33522578792861,22.543963421195244,0.39563881072897134,-0.04745002193939776,27.987122474026766
88.37187933190742,22.554728398106043,0.3038552785467302,-0.1624244595005756,31.38846954624161
88.35601577909621,22.594221115367162,0.39461026834960966,0.051866769821946046,32.2959614599715
88.40308209649808,22.523960853859002,0.13819529732448446,0.036721062059914836,37.13084962143836
